"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Sep 27 15:17:40 GMT 2022","Tue Sep 27 15:17:46 GMT 2022","6073","chromium","VerifySavingCalculator.spec.js","","","","Should verify saving calculator with messaging API",""
"passed","Tue Sep 27 15:18:07 GMT 2022","Tue Sep 27 15:18:11 GMT 2022","3998","chromium","VerifyTabsOnHomePage.spec.js","","","","should click on network tab and redirected to network page",""
"passed","Tue Sep 27 15:17:58 GMT 2022","Tue Sep 27 15:18:01 GMT 2022","3122","chromium","VerifyTabsOnHomePage.spec.js","","","","should open pop-upwindow resources",""
"passed","Tue Sep 27 15:18:01 GMT 2022","Tue Sep 27 15:18:04 GMT 2022","2968","chromium","VerifyTabsOnHomePage.spec.js","","","","should open pop-upwindow company",""
"passed","Tue Sep 27 15:17:12 GMT 2022","Tue Sep 27 15:17:23 GMT 2022","10697","chromium","Login.spec.js","","","","should login with invalid password",""
"passed","Tue Sep 27 15:17:46 GMT 2022","Tue Sep 27 15:17:52 GMT 2022","5373","chromium","VerifySearchInput.spec.js","","","","Should verify saving calculator with messaging API",""
"passed","Tue Sep 27 15:17:55 GMT 2022","Tue Sep 27 15:17:58 GMT 2022","2957","chromium","VerifyTabsOnHomePage.spec.js","","","","should open pop-upwindow solutions",""
"passed","Tue Sep 27 15:18:04 GMT 2022","Tue Sep 27 15:18:07 GMT 2022","2985","chromium","VerifyTabsOnHomePage.spec.js","","","","should open pop-upwindow products",""
"passed","Tue Sep 27 15:17:04 GMT 2022","Tue Sep 27 15:17:12 GMT 2022","8776","chromium","Login.spec.js","","","","should login with invalid email",""
"passed","Tue Sep 27 15:17:52 GMT 2022","Tue Sep 27 15:17:55 GMT 2022","3127","chromium","VerifyTabsOnHomePage.spec.js","","","","should open pop-upwindow pricing",""
"passed","Tue Sep 27 15:17:23 GMT 2022","Tue Sep 27 15:17:35 GMT 2022","12073","chromium","VerifyClickabilityBtns.spec.js","","","","Should verify clickability buttons on contact center page",""
"passed","Tue Sep 27 15:16:53 GMT 2022","Tue Sep 27 15:17:04 GMT 2022","10177","chromium","FindPriceSmsApiUa.spec.js","","","","Check if the price for SMS API for Ukrain will change in Euro.",""
"passed","Tue Sep 27 15:17:35 GMT 2022","Tue Sep 27 15:17:40 GMT 2022","5221","chromium","VerifyHomePageBtn.spec.js","","","","Should click about us button then home page button",""
"passed","Tue Sep 27 15:16:44 GMT 2022","Tue Sep 27 15:16:53 GMT 2022","9529","chromium","FindPriceSmsApiUa.spec.js","","","","Should to show price for SMS API for Ukraine in usd",""
