"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Sep 27 14:37:00 GMT 2022","Tue Sep 27 14:37:00 GMT 2022","16","chromium","Login.spec.js","","","","should login with invalid email",""
"failed","Tue Sep 27 14:36:59 GMT 2022","Tue Sep 27 14:36:59 GMT 2022","17","chromium","FindPriceSmsApiUa.spec.js","","","","Check if the price for SMS API for Ukrain will change in Euro.",""
"failed","Tue Sep 27 14:37:02 GMT 2022","Tue Sep 27 14:37:02 GMT 2022","17","chromium","Login.spec.js","","","","should login with invalid password",""
"failed","Tue Sep 27 14:37:12 GMT 2022","Tue Sep 27 14:37:12 GMT 2022","15","chromium","VerifyTabsOnHomePage.spec.js","","","","should open pop-upwindow solutions",""
"failed","Tue Sep 27 14:37:18 GMT 2022","Tue Sep 27 14:37:18 GMT 2022","15","chromium","VerifyTabsOnHomePage.spec.js","","","","should click on network tab and redirected to network page",""
"failed","Tue Sep 27 14:37:10 GMT 2022","Tue Sep 27 14:37:10 GMT 2022","15","chromium","VerifyTabsOnHomePage.spec.js","","","","should open pop-upwindow pricing",""
"failed","Tue Sep 27 14:37:15 GMT 2022","Tue Sep 27 14:37:15 GMT 2022","17","chromium","VerifyTabsOnHomePage.spec.js","","","","should open pop-upwindow company",""
"failed","Tue Sep 27 14:37:04 GMT 2022","Tue Sep 27 14:37:04 GMT 2022","16","chromium","VerifyClickabilityBtns.spec.js","","","","Should verify clickability buttons on contact center page",""
"failed","Tue Sep 27 14:36:57 GMT 2022","Tue Sep 27 14:36:57 GMT 2022","20","chromium","FindPriceSmsApiUa.spec.js","","","","Should to show price for SMS API for Ukraine in usd",""
"failed","Tue Sep 27 14:37:09 GMT 2022","Tue Sep 27 14:37:09 GMT 2022","15","chromium","VerifySearchInput.spec.js","","","","Should verify saving calculator with messaging API",""
"failed","Tue Sep 27 14:37:07 GMT 2022","Tue Sep 27 14:37:07 GMT 2022","14","chromium","VerifySavingCalculator.spec.js","","","","Should verify saving calculator with messaging API",""
"failed","Tue Sep 27 14:37:13 GMT 2022","Tue Sep 27 14:37:14 GMT 2022","15","chromium","VerifyTabsOnHomePage.spec.js","","","","should open pop-upwindow resources",""
"failed","Tue Sep 27 14:37:05 GMT 2022","Tue Sep 27 14:37:05 GMT 2022","15","chromium","VerifyHomePageBtn.spec.js","","","","Should click about us button then home page button",""
"failed","Tue Sep 27 14:37:17 GMT 2022","Tue Sep 27 14:37:17 GMT 2022","15","chromium","VerifyTabsOnHomePage.spec.js","","","","should open pop-upwindow products",""
