"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 04 12:14:14 GMT 2022","Tue Oct 04 12:14:22 GMT 2022","7849","chromium","FindPriceSmsApiUa.spec.js","","","","Should to show price for SMS API for Ukraine in usd",""
"passed","Tue Oct 04 12:16:14 GMT 2022","Tue Oct 04 12:16:19 GMT 2022","4967","chromium","VerifySavingCalculator.spec.js","","","","Should verify saving calculator with messaging API",""
"passed","Tue Oct 04 12:16:34 GMT 2022","Tue Oct 04 12:16:37 GMT 2022","2676","chromium","VerifyTabsOnHomePage.spec.js","","","","should open pop-upwindow products",""
"passed","Tue Oct 04 12:15:50 GMT 2022","Tue Oct 04 12:16:09 GMT 2022","19129","chromium","VerifyClickabilityBtns.spec.js","","","","Should verify clickability buttons on contact center page",""
"passed","Tue Oct 04 12:14:31 GMT 2022","Tue Oct 04 12:14:39 GMT 2022","7616","chromium","Login.spec.js","","","","should login with invalid email",""
"passed","Tue Oct 04 12:14:22 GMT 2022","Tue Oct 04 12:14:31 GMT 2022","8907","chromium","FindPriceSmsApiUa.spec.js","","","","Check if the price for SMS API for Ukrain will change in Euro.",""
"passed","Tue Oct 04 12:16:32 GMT 2022","Tue Oct 04 12:16:34 GMT 2022","2693","chromium","VerifyTabsOnHomePage.spec.js","","","","should open pop-upwindow company",""
"passed","Tue Oct 04 12:14:39 GMT 2022","Tue Oct 04 12:14:49 GMT 2022","10355","chromium","Login.spec.js","","","","should login with invalid password",""
"passed","Tue Oct 04 12:16:26 GMT 2022","Tue Oct 04 12:16:29 GMT 2022","2518","chromium","VerifyTabsOnHomePage.spec.js","","","","should open pop-upwindow solutions",""
"passed","Tue Oct 04 12:16:19 GMT 2022","Tue Oct 04 12:16:24 GMT 2022","4650","chromium","VerifySearchInput.spec.js","","","","Should verify saving calculator with messaging API",""
"passed","Tue Oct 04 12:16:09 GMT 2022","Tue Oct 04 12:16:14 GMT 2022","5594","chromium","VerifyHomePageBtn.spec.js","","","","Should click about us button then home page button",""
"passed","Tue Oct 04 12:16:37 GMT 2022","Tue Oct 04 12:16:40 GMT 2022","3353","chromium","VerifyTabsOnHomePage.spec.js","","","","should click on network tab and redirected to network page",""
"passed","Tue Oct 04 12:16:24 GMT 2022","Tue Oct 04 12:16:26 GMT 2022","2497","chromium","VerifyTabsOnHomePage.spec.js","","","","should open pop-upwindow pricing",""
"passed","Tue Oct 04 12:16:29 GMT 2022","Tue Oct 04 12:16:32 GMT 2022","2604","chromium","VerifyTabsOnHomePage.spec.js","","","","should open pop-upwindow resources",""
